ID,date,station,Latitude,Longitude,LULC_Class,Area_ha,lulc_urban_pct,soil_infiltration_mmhr,LandUse_Class,Flood_Severity,Flood_Severity_Class,discharge_m3s
,"Wednesday, April 14, 2004",Katagum,,,,,6.1,14.7,,,,12.58
,"Thursday, April 15, 2004",Katagum,,,,,6.4,10,,,,12.63
,"Friday, April 16, 2004",Katagum,,,,,6,12.2,,,,13.04
,"Saturday, April 17, 2004",Katagum,,,,,6.6,15.6,,,,13.09
,"Sunday, April 18, 2004",Katagum,,,,,5.9,14.9,,,,13.15
,"Monday, April 19, 2004",Katagum,,,,,6.8,13.6,,,,13.07
,"Tuesday, April 20, 2004",Katagum,,,,,6.6,13.7,,,,12.88
,"Wednesday, April 21, 2004",Katagum,,,,,5.8,11.4,,,,12.74
,"Thursday, April 22, 2004",Katagum,,,,,5.7,12.4,,,,12.63
,"Friday, April 23, 2004",Katagum,,,,,6.4,17.6,,,,12.43
,"Saturday, April 24, 2004",Katagum,,,,,5.8,14.9,,,,12.31
,"Sunday, April 25, 2004",Katagum,,,,,6.2,11.4,,,,12.32
,"Monday, April 26, 2004",Katagum,,,,,6.5,17.7,,,,12.28
,"Tuesday, April 27, 2004",Katagum,,,,,6,12.6,,,,12.41
,"Wednesday, April 28, 2004",Katagum,,,,,6.4,10.5,,,,12.41
,"Thursday, April 29, 2004",Katagum,,,,,5.7,13.3,,,,12.41
,"Friday, April 30, 2004",Katagum,,,,,6.2,12.5,,,,12.32
,"Saturday, May 1, 2004",Katagum,,,,,6.1,12.3,,,,12.38
,"Sunday, May 2, 2004",Katagum,,,,,6.1,18.4,,,,12.32
,"Monday, May 3, 2004",Katagum,,,,,5.8,15.2,,,,12.36
,"Tuesday, May 4, 2004",Katagum,,,,,6,15.5,,,,12.29
,"Wednesday, May 5, 2004",Katagum,,,,,6.4,11.8,,,,12.47
,"Thursday, May 6, 2004",Katagum,,,,,6.1,15.6,,,,12.64
,"Friday, May 7, 2004",Katagum,,,,,6.2,12,,,,13.08
,"Saturday, May 8, 2004",Katagum,,,,,6.5,13.9,,,,13.11
,"Sunday, May 9, 2004",Katagum,,,,,6,15.1,,,,13.16
,"Monday, May 10, 2004",Katagum,,,,,7.1,11.4,,,,13.21
,"Tuesday, May 11, 2004",Katagum,,,,,5.6,15.4,,,,13.15
,"Wednesday, May 12, 2004",Katagum,,,,,6.1,11.6,,,,13.05
,"Thursday, May 13, 2004",Katagum,,,,,6.1,8.5,,,,12.95
,"Friday, May 14, 2004",Katagum,,,,,5.6,15.9,,,,12.67
,"Saturday, May 15, 2004",Katagum,,,,,6.1,12.9,,,,12.58
,"Sunday, May 16, 2004",Katagum,,,,,6.8,11.6,,,,13.24
,"Monday, May 17, 2004",Katagum,,,,,6.5,12.4,,,,13.44
,"Tuesday, May 18, 2004",Katagum,,,,,5.8,12.3,,,,13.7
,"Wednesday, May 19, 2004",Katagum,,,,,6.5,11,,,,13.63
,"Thursday, May 20, 2004",Katagum,,,,,6.3,11.1,,,,13.63
,"Friday, May 21, 2004",Katagum,,,,,6.5,11.7,,,,13.43
,"Saturday, May 22, 2004",Katagum,,,,,6.7,10.7,,,,13.7
,"Sunday, May 23, 2004",Katagum,,,,,6.1,18,,,,13.08
,"Monday, May 24, 2004",Katagum,,,,,6.5,13.3,,,,12.91
,"Tuesday, May 25, 2004",Katagum,,,,,6.2,18.6,,,,13.17
,"Wednesday, May 26, 2004",Katagum,,,,,5.8,12.2,,,,13.65
,"Thursday, May 27, 2004",Katagum,,,,,6,14.8,,,,13.56
,"Friday, May 28, 2004",Katagum,,,,,6.3,15,,,,13.5
,"Saturday, May 29, 2004",Katagum,,,,,6.1,15.6,,,,13.34
,"Sunday, May 30, 2004",Katagum,,,,,6.2,10.3,,,,13.3
,"Monday, May 31, 2004",Katagum,,,,,5.8,12.6,,,,13.17
,"Tuesday, June 1, 2004",Katagum,,,,,6.7,14.8,,,,13.45
,"Wednesday, June 2, 2004",Katagum,,,,,6.3,15.1,,,,12.97
,"Thursday, June 3, 2004",Katagum,,,,,6.2,13.2,,,,13.02
,"Friday, June 4, 2004",Katagum,,,,,6.5,13.7,,,,14.06
,"Saturday, June 5, 2004",Katagum,,,,,6.6,11.3,,,,14.05
,"Sunday, June 6, 2004",Katagum,,,,,6.2,14.4,,,,14.14
,"Monday, June 7, 2004",Katagum,,,,,6.3,12.1,,,,14.21
,"Tuesday, June 8, 2004",Katagum,,,,,5.8,14.7,,,,13.46
,"Wednesday, June 9, 2004",Katagum,,,,,6.3,15.2,,,,14.22
,"Thursday, June 10, 2004",Katagum,,,,,6.9,12.6,,,,14.35
,"Friday, June 11, 2004",Katagum,,,,,6.4,13.1,,,,13.52
,"Saturday, June 12, 2004",Katagum,,,,,6.2,10.2,,,,13.54
,"Sunday, June 13, 2004",Katagum,,,,,6.3,12.4,,,,13.51
,"Monday, June 14, 2004",Katagum,,,,,6.5,12,,,,14.4
,"Tuesday, June 15, 2004",Katagum,,,,,6.3,11.1,,,,14.47
,"Wednesday, June 16, 2004",Katagum,,,,,6.1,12.3,,,,13.77
,"Thursday, June 17, 2004",Katagum,,,,,6.1,16.6,,,,13.59
,"Friday, June 18, 2004",Katagum,,,,,6.8,12.8,,,,15.78
,"Saturday, June 19, 2004",Katagum,,,,,6.2,13,,,,16.39
,"Sunday, June 20, 2004",Katagum,,,,,6.1,15,,,,16.27
,"Monday, June 21, 2004",Katagum,,,,,6.4,13.5,,,,15.31
,"Tuesday, June 22, 2004",Katagum,,,,,6.2,13.3,,,,15.52
,"Wednesday, June 23, 2004",Katagum,,,,,6.4,14.6,,,,15.46
,"Thursday, June 24, 2004",Katagum,,,,,6.5,15.4,,,,15.57
,"Friday, June 25, 2004",Katagum,,,,,6.4,15.7,,,,15.05
,"Saturday, June 26, 2004",Katagum,,,,,5.5,16,,,,15.48
,"Sunday, June 27, 2004",Katagum,,,,,6.3,9.1,,,,15.77
,"Monday, June 28, 2004",Katagum,,,,,6.6,15,,,,15.95
,"Tuesday, June 29, 2004",Katagum,,,,,6,14.7,,,,16.15
,"Wednesday, June 30, 2004",Katagum,,,,,6.6,12.5,,,,19.64
,"Thursday, July 1, 2004",Katagum,,,,,6.5,12.9,,,,20.49
,"Friday, July 2, 2004",Katagum,,,,,6,15,,,,18.96
,"Saturday, July 3, 2004",Katagum,,,,,6.2,14.3,,,,18.07
,"Sunday, July 4, 2004",Katagum,,,,,5.9,10.7,,,,18.92
,"Monday, July 5, 2004",Katagum,,,,,6.5,13.2,,,,21.18
,"Tuesday, July 6, 2004",Katagum,,,,,6.7,16.4,,,,21.84
,"Wednesday, July 7, 2004",Katagum,,,,,6.3,15.4,,,,18.91
,"Thursday, July 8, 2004",Katagum,,,,,6.4,14.9,,,,18.27
,"Friday, July 9, 2004",Katagum,,,,,5.8,14.5,,,,20.96
,"Saturday, July 10, 2004",Katagum,,,,,6.2,12.9,,,,20.86
,"Sunday, July 11, 2004",Katagum,,,,,5.7,12.4,,,,20.22
,"Monday, July 12, 2004",Katagum,,,,,6.2,10.8,,,,18.31
,"Tuesday, July 13, 2004",Katagum,,,,,6.6,15.3,,,,17.21
,"Wednesday, July 14, 2004",Katagum,,,,,6.5,11.7,,,,16.65
,"Thursday, July 15, 2004",Katagum,,,,,6.6,15.9,,,,16.74
,"Friday, July 16, 2004",Katagum,,,,,6.1,8.8,,,,15.85
,"Saturday, July 17, 2004",Katagum,,,,,6.2,10.7,,,,15.67
,"Sunday, July 18, 2004",Katagum,,,,,6.4,14.2,,,,15.17
,"Monday, July 19, 2004",Katagum,,,,,5.8,9.8,,,,15.15
,"Tuesday, July 20, 2004",Katagum,,,,,6.7,12.1,,,,15.24
,"Wednesday, July 21, 2004",Katagum,,,,,5.9,16,,,,16.53
,"Thursday, July 22, 2004",Katagum,,,,,5.9,13,,,,21.76
,"Friday, July 23, 2004",Katagum,,,,,6.1,14.4,,,,19.69
,"Saturday, July 24, 2004",Katagum,,,,,6.4,10.1,,,,19.75
,"Sunday, July 25, 2004",Katagum,,,,,6.2,13.2,,,,20.34
,"Monday, July 26, 2004",Katagum,,,,,6.2,15.7,,,,19.91
,"Tuesday, July 27, 2004",Katagum,,,,,6.4,17.4,,,,21.75
,"Wednesday, July 28, 2004",Katagum,,,,,6.2,13.4,,,,21.53
,"Thursday, July 29, 2004",Katagum,,,,,6.3,12.6,,,,16.38
,"Friday, July 30, 2004",Katagum,,,,,6.1,16,,,,21.65
,"Saturday, July 31, 2004",Katagum,,,,,6.5,18.4,,,,21.82
,"Sunday, August 1, 2004",Katagum,,,,,5.9,7.6,,,,22.08
,"Monday, August 2, 2004",Katagum,,,,,6.4,15.1,,,,22.1
,"Tuesday, August 3, 2004",Katagum,,,,,6.1,13.2,,,,20.09
,"Wednesday, August 4, 2004",Katagum,,,,,6.2,15.3,,,,19.19
,"Thursday, August 5, 2004",Katagum,,,,,6.2,16.5,,,,22.54
,"Friday, August 6, 2004",Katagum,,,,,6.5,14.9,,,,17.38
,"Saturday, August 7, 2004",Katagum,,,,,6.2,14.3,,,,17.25
,"Sunday, August 8, 2004",Katagum,,,,,5.7,13.8,,,,16.71
,"Monday, August 9, 2004",Katagum,,,,,5.9,12.7,,,,16.88
,"Tuesday, August 10, 2004",Katagum,,,,,6.2,14.8,,,,17.57
,"Wednesday, August 11, 2004",Katagum,,,,,6.5,14.2,,,,17.61
,"Thursday, August 12, 2004",Katagum,,,,,6.3,13.4,,,,15.98
,"Friday, August 13, 2004",Katagum,,,,,6.7,17.8,,,,16.21
,"Saturday, August 14, 2004",Katagum,,,,,6,13,,,,16.25
,"Sunday, August 15, 2004",Katagum,,,,,6.1,18.5,,,,15.94
,"Monday, August 16, 2004",Katagum,,,,,6.4,12.8,,,,17.79
,"Tuesday, August 17, 2004",Katagum,,,,,6,13.4,,,,18.24
,"Wednesday, August 18, 2004",Katagum,,,,,6.1,14.7,,,,19.29
,"Thursday, August 19, 2004",Katagum,,,,,6.5,12.9,,,,17.21
,"Friday, August 20, 2004",Katagum,,,,,6,14.7,,,,17.96
,"Saturday, August 21, 2004",Katagum,,,,,6.6,12.7,,,,17.83
,"Sunday, August 22, 2004",Katagum,,,,,6.2,15.5,,,,19.47
,"Monday, August 23, 2004",Katagum,,,,,6.4,11.8,,,,17.69
,"Tuesday, August 24, 2004",Katagum,,,,,6.1,13.3,,,,16.96
,"Wednesday, August 25, 2004",Katagum,,,,,6,15.2,,,,18.12
,"Thursday, August 26, 2004",Katagum,,,,,5.9,13.8,,,,18.12
,"Friday, August 27, 2004",Katagum,,,,,6.7,12,,,,49.16
,"Saturday, August 28, 2004",Katagum,,,,,6.2,13.8,,,,50.59
,"Sunday, August 29, 2004",Katagum,,,,,5.9,12.1,,,,49.01
,"Monday, August 30, 2004",Katagum,,,,,6.4,13.9,,,,50.01
,"Tuesday, August 31, 2004",Katagum,,,,,5.7,15.7,,,,49.67
,"Wednesday, September 1, 2004",Katagum,,,,,6.4,18.6,,,,47.62
,"Thursday, September 2, 2004",Katagum,,,,,6.7,10.3,,,,47.56
,"Friday, September 3, 2004",Katagum,,,,,6.1,14.1,,,,15.34
,"Saturday, September 4, 2004",Katagum,,,,,6.6,11.5,,,,14.37
,"Sunday, September 5, 2004",Katagum,,,,,6.2,11.9,,,,14.78
,"Monday, September 6, 2004",Katagum,,,,,6.2,15.2,,,,14.15
,"Tuesday, September 7, 2004",Katagum,,,,,5.9,11.8,,,,14.2
,"Wednesday, September 8, 2004",Katagum,,,,,6.4,11.8,,,,14.75
,"Thursday, September 9, 2004",Katagum,,,,,6.3,14.2,,,,14.89
,"Friday, September 10, 2004",Katagum,,,,,6.3,13.2,,,,16.11
,"Saturday, September 11, 2004",Katagum,,,,,6.1,12.9,,,,15.65
,"Sunday, September 12, 2004",Katagum,,,,,6.5,12.9,,,,15.42
,"Monday, September 13, 2004",Katagum,,,,,6.3,13.7,,,,14.84
,"Tuesday, September 14, 2004",Katagum,,,,,6.7,11.2,,,,16.2
,"Wednesday, September 15, 2004",Katagum,,,,,6.8,13.3,,,,15.63
,"Thursday, September 16, 2004",Katagum,,,,,5.7,14.1,,,,15.81
,"Friday, September 17, 2004",Katagum,,,,,6.7,14.7,,,,15.01
,"Saturday, September 18, 2004",Katagum,,,,,6.2,14.9,,,,15.01
,"Sunday, September 19, 2004",Katagum,,,,,6.2,15.5,,,,14.97
,"Monday, September 20, 2004",Katagum,,,,,5.8,11.6,,,,14.84
,"Tuesday, September 21, 2004",Katagum,,,,,6.1,16.1,,,,13.99
,"Wednesday, September 22, 2004",Katagum,,,,,6.5,14,,,,13.78
,"Thursday, September 23, 2004",Katagum,,,,,6,12,,,,14.14
,"Friday, September 24, 2004",Katagum,,,,,5.7,13.1,,,,13.83
,"Saturday, September 25, 2004",Katagum,,,,,5.9,12.1,,,,13.96
,"Sunday, September 26, 2004",Katagum,,,,,6.3,14.2,,,,13.76
,"Monday, September 27, 2004",Katagum,,,,,6.5,13.6,,,,13.76
,"Tuesday, September 28, 2004",Katagum,,,,,6.4,13.7,,,,13.6
,"Wednesday, September 29, 2004",Katagum,,,,,6.1,14.4,,,,13.46
,"Thursday, September 30, 2004",Katagum,,,,,6,12.9,,,,13.62
,"Friday, October 1, 2004",Katagum,,,,,6,14.1,,,,13.52
,"Saturday, October 2, 2004",Katagum,,,,,6.3,14.5,,,,13.51
,"Sunday, October 3, 2004",Katagum,,,,,6.3,10.7,,,,13.51
,"Monday, October 4, 2004",Katagum,,,,,6,11.7,,,,13.62
,"Tuesday, October 5, 2004",Katagum,,,,,6.4,16.4,,,,13.31
,"Wednesday, October 6, 2004",Katagum,,,,,6.6,13.8,,,,13.57
,"Thursday, October 7, 2004",Katagum,,,,,6.6,13.4,,,,12.71
,"Friday, October 8, 2004",Katagum,,,,,6.2,14.6,,,,12.87
,"Saturday, October 9, 2004",Katagum,,,,,6.2,12.7,,,,13.04
,"Sunday, October 10, 2004",Katagum,,,,,6.2,13.8,,,,13.28
,"Monday, October 11, 2004",Katagum,,,,,6.7,16.3,,,,13.65
,"Tuesday, October 12, 2004",Katagum,,,,,6.2,12,,,,13.47
,"Wednesday, October 13, 2004",Katagum,,,,,5.6,12.9,,,,13.22
,"Thursday, October 14, 2004",Katagum,,,,,6.5,10.1,,,,13.17
,"Friday, October 15, 2004",Katagum,,,,,5.6,12.3,,,,13.15
,"Saturday, October 16, 2004",Katagum,,,,,6.4,14.5,,,,14.11
,"Sunday, October 17, 2004",Katagum,,,,,6.3,13.7,,,,13.95
,"Monday, October 18, 2004",Katagum,,,,,6.4,13,,,,13.48
,"Tuesday, October 19, 2004",Katagum,,,,,6.2,10.3,,,,13.52
,"Wednesday, October 20, 2004",Katagum,,,,,6.5,14.2,,,,13.75
,"Thursday, October 21, 2004",Katagum,,,,,6.6,14.4,,,,13.79
,"Friday, October 22, 2004",Katagum,,,,,5.5,12.4,,,,14.28
,"Saturday, October 23, 2004",Katagum,,,,,6.3,15.3,,,,13.32
,"Sunday, October 24, 2004",Katagum,,,,,6.1,13.5,,,,13.41
,"Monday, October 25, 2004",Katagum,,,,,6.3,12.2,,,,13.41
,"Tuesday, October 26, 2004",Katagum,,,,,6.1,13.3,,,,13.43
,"Wednesday, October 27, 2004",Katagum,,,,,5.8,13.6,,,,13.46
,"Thursday, October 28, 2004",Katagum,,,,,6.3,11.6,,,,13.41
,"Friday, October 29, 2004",Katagum,,,,,6.2,17.3,,,,13.12
,"Saturday, October 30, 2004",Katagum,,,,,5.8,12.4,,,,12.88
,"Sunday, October 31, 2004",Katagum,,,,,6.4,11.8,,,,12.89
,"Monday, November 1, 2004",Katagum,,,,,6.5,15.7,,,,13.13
,"Tuesday, November 2, 2004",Katagum,,,,,6.6,12.9,,,,13.5
,"Wednesday, November 3, 2004",Katagum,,,,,6,12.6,,,,13.25
,"Thursday, November 4, 2004",Katagum,,,,,6.1,11.9,,,,13.25
,"Friday, November 5, 2004",Katagum,,,,,6.2,16.1,,,,12.92
,"Saturday, November 6, 2004",Katagum,,,,,6.3,15.7,,,,12.87
,"Sunday, November 7, 2004",Katagum,,,,,6.3,13.7,,,,12.68
,"Monday, November 8, 2004",Katagum,,,,,6.4,17.6,,,,12.45
,"Tuesday, November 9, 2004",Katagum,,,,,5.9,11.8,,,,12
,"Wednesday, November 10, 2004",Katagum,,,,,6.3,11.9,,,,12.1
,"Thursday, November 11, 2004",Katagum,,,,,6.2,11.8,,,,12.78
,"Friday, November 12, 2004",Katagum,,,,,6.7,14.3,,,,12.84
,"Saturday, November 13, 2004",Katagum,,,,,5.8,13.4,,,,12.84
,"Sunday, November 14, 2004",Katagum,,,,,5.9,11,,,,13
,"Monday, November 15, 2004",Katagum,,,,,6.6,10.9,,,,13.18
,"Tuesday, November 16, 2004",Katagum,,,,,6,10.9,,,,13.18
,"Wednesday, November 17, 2004",Katagum,,,,,6.5,14.6,,,,13.25
,"Thursday, November 18, 2004",Katagum,,,,,6.2,15.4,,,,12.61
,"Friday, November 19, 2004",Katagum,,,,,5.7,15,,,,12.56
,"Saturday, November 20, 2004",Katagum,,,,,6.6,12.3,,,,12.67
,"Sunday, November 21, 2004",Katagum,,,,,5.9,12.2,,,,12.9
,"Monday, November 22, 2004",Katagum,,,,,6.3,15,,,,12.72
,"Tuesday, November 23, 2004",Katagum,,,,,6.1,13,,,,12.72
,"Wednesday, November 24, 2004",Katagum,,,,,5.8,11.8,,,,12.67
,"Thursday, November 25, 2004",Katagum,,,,,6.2,16.7,,,,12.61
,"Friday, November 26, 2004",Katagum,,,,,6.6,15.8,,,,12.91
,"Saturday, November 27, 2004",Katagum,,,,,6.2,12.7,,,,12.81
,"Sunday, November 28, 2004",Katagum,,,,,6.1,15.9,,,,12.6
,"Monday, November 29, 2004",Katagum,,,,,6.2,10.6,,,,12.6
,"Tuesday, November 30, 2004",Katagum,,,,,6.3,13.7,,,,12.8
,"Wednesday, December 1, 2004",Katagum,,,,,6.5,16.8,,,,12.87
,"Thursday, December 2, 2004",Katagum,,,,,6,11.4,,,,12.98
,"Friday, December 3, 2004",Katagum,,,,,6.6,12.6,,,,12.82
,"Saturday, December 4, 2004",Katagum,,,,,6.1,14.3,,,,13.26
,"Sunday, December 5, 2004",Katagum,,,,,6.7,14.4,,,,13.26
,"Monday, December 6, 2004",Katagum,,,,,5.9,12.6,,,,13.36
,"Tuesday, December 7, 2004",Katagum,,,,,6.5,15.2,,,,13.45
,"Wednesday, December 8, 2004",Katagum,,,,,6.3,13.9,,,,13.5
,"Thursday, December 9, 2004",Katagum,,,,,6,9.3,,,,13.39
,"Friday, December 10, 2004",Katagum,,,,,5.9,18.2,,,,13.25
,"Saturday, December 11, 2004",Katagum,,,,,6.2,13.8,,,,13.42
,"Sunday, December 12, 2004",Katagum,,,,,5.9,14,,,,13.28
,"Monday, December 13, 2004",Katagum,,,,,6.1,11.5,,,,13.65
,"Tuesday, December 14, 2004",Katagum,,,,,6.2,13.7,,,,13.41
,"Wednesday, December 15, 2004",Katagum,,,,,6.7,18.5,,,,13.28
,"Thursday, December 16, 2004",Katagum,,,,,6.1,12.3,,,,13.33
,"Friday, December 17, 2004",Katagum,,,,,6.2,16.4,,,,13.57
,"Saturday, December 18, 2004",Katagum,,,,,6,15.9,,,,13.04
,"Sunday, December 19, 2004",Katagum,,,,,6.3,14.3,,,,13.4
,"Monday, December 20, 2004",Katagum,,,,,6.2,14.1,,,,13
,"Tuesday, December 21, 2004",Katagum,,,,,6.2,12,,,,13.02
,"Wednesday, December 22, 2004",Katagum,,,,,6,11.1,,,,13.05
,"Thursday, December 23, 2004",Katagum,,,,,6.3,16.5,,,,13.08
,"Friday, December 24, 2004",Katagum,,,,,6.1,12.5,,,,12.83
,"Saturday, December 25, 2004",Katagum,,,,,6.2,13.5,,,,12.83
,"Sunday, December 26, 2004",Katagum,,,,,6.4,12.4,,,,12.51
,"Monday, December 27, 2004",Katagum,,,,,6,14.1,,,,12.49
,"Tuesday, December 28, 2004",Katagum,,,,,5.9,15.3,,,,12.71
,"Wednesday, December 29, 2004",Katagum,,,,,5.8,15.7,,,,42.46
,"Thursday, December 30, 2004",Katagum,,,,,5.9,17.2,,,,42.38
,"Friday, December 31, 2004",Katagum,,,,,6.6,16.2,,,,42.47
,"Saturday, January 1, 2005",Katagum,,,,,6.5,14.3,,,,40.61
,"Sunday, January 2, 2005",Katagum,,,,,6.8,10.5,,,,40.53
,"Monday, January 3, 2005",Katagum,,,,,6.2,13.7,,,,40.57
,"Tuesday, January 4, 2005",Katagum,,,,,5.9,12,,,,40.29
,"Wednesday, January 5, 2005",Katagum,,,,,6.6,11.6,,,,12.17
,"Thursday, January 6, 2005",Katagum,,,,,6.7,11.8,,,,12.17
,"Friday, January 7, 2005",Katagum,,,,,6.4,13.6,,,,12.09
,"Saturday, January 8, 2005",Katagum,,,,,6.4,11.7,,,,12.09
,"Sunday, January 9, 2005",Katagum,,,,,6.5,13.5,,,,12.18
,"Monday, January 10, 2005",Katagum,,,,,6.9,11.6,,,,12.09
,"Tuesday, January 11, 2005",Katagum,,,,,6.7,15.2,,,,12.09
,"Wednesday, January 12, 2005",Katagum,,,,,6.5,11.1,,,,12.24
,"Thursday, January 13, 2005",Katagum,,,,,6.4,14.8,,,,12.48
,"Friday, January 14, 2005",Katagum,,,,,6,13,,,,12.68
,"Saturday, January 15, 2005",Katagum,,,,,6.2,15.4,,,,12.78
,"Sunday, January 16, 2005",Katagum,,,,,6.8,18.6,,,,12.92
,"Monday, January 17, 2005",Katagum,,,,,6.6,13.5,,,,12.98
,"Tuesday, January 18, 2005",Katagum,,,,,6.2,12.1,,,,13.02
,"Wednesday, January 19, 2005",Katagum,,,,,6.6,15,,,,12.87
,"Thursday, January 20, 2005",Katagum,,,,,6.4,11,,,,12.67
,"Friday, January 21, 2005",Katagum,,,,,6.9,14,,,,12.66
,"Saturday, January 22, 2005",Katagum,,,,,6,11.2,,,,12.89
,"Sunday, January 23, 2005",Katagum,,,,,6.5,15.3,,,,12.73
,"Monday, January 24, 2005",Katagum,,,,,6.9,11.8,,,,12.92
,"Tuesday, January 25, 2005",Katagum,,,,,6.1,11.8,,,,12.93
,"Wednesday, January 26, 2005",Katagum,,,,,6,13.2,,,,13.11
,"Thursday, January 27, 2005",Katagum,,,,,6.1,12.2,,,,13.06
,"Friday, January 28, 2005",Katagum,,,,,6.7,10.6,,,,13.19
,"Saturday, January 29, 2005",Katagum,,,,,6.8,14.4,,,,12.86
,"Sunday, January 30, 2005",Katagum,,,,,6.4,14.4,,,,12.91
,"Monday, January 31, 2005",Katagum,,,,,6.4,14.5,,,,12.73
,"Tuesday, February 1, 2005",Katagum,,,,,6.5,17.5,,,,12.74
,"Wednesday, February 2, 2005",Katagum,,,,,6.4,14.8,,,,12.56
,"Thursday, February 3, 2005",Katagum,,,,,6.4,13.5,,,,12.64
,"Friday, February 4, 2005",Katagum,,,,,6.5,12.1,,,,12.32
,"Saturday, February 5, 2005",Katagum,,,,,6.6,14.2,,,,12.52
,"Sunday, February 6, 2005",Katagum,,,,,6.1,12.8,,,,12.44
,"Monday, February 7, 2005",Katagum,,,,,6.4,13.5,,,,12.44
,"Tuesday, February 8, 2005",Katagum,,,,,6.4,10.6,,,,12.56
,"Wednesday, February 9, 2005",Katagum,,,,,6.7,15.1,,,,12.71
,"Thursday, February 10, 2005",Katagum,,,,,6.9,13.2,,,,12.71
,"Friday, February 11, 2005",Katagum,,,,,6.7,13.5,,,,12.82
,"Saturday, February 12, 2005",Katagum,,,,,6.8,13.8,,,,12.67
,"Sunday, February 13, 2005",Katagum,,,,,6.2,16.2,,,,12.73
,"Monday, February 14, 2005",Katagum,,,,,6.8,12.3,,,,12.73
,"Tuesday, February 15, 2005",Katagum,,,,,6.7,15.6,,,,12.68
,"Wednesday, February 16, 2005",Katagum,,,,,6.1,14.2,,,,12.61
,"Thursday, February 17, 2005",Katagum,,,,,6.2,12.4,,,,12.64
,"Friday, February 18, 2005",Katagum,,,,,6.7,13.9,,,,12.7
,"Saturday, February 19, 2005",Katagum,,,,,6.4,15.5,,,,12.76
,"Sunday, February 20, 2005",Katagum,,,,,6.3,11.9,,,,12.98
,"Monday, February 21, 2005",Katagum,,,,,6.8,12.2,,,,13.06
,"Tuesday, February 22, 2005",Katagum,,,,,6.4,13.4,,,,12.99
,"Wednesday, February 23, 2005",Katagum,,,,,6.7,16.8,,,,13.22
,"Thursday, February 24, 2005",Katagum,,,,,6.8,13.1,,,,13.11
,"Friday, February 25, 2005",Katagum,,,,,6.3,18.1,,,,12.94
,"Saturday, February 26, 2005",Katagum,,,,,6.5,12.3,,,,12.89
,"Sunday, February 27, 2005",Katagum,,,,,6.9,12.2,,,,12.62
,"Monday, February 28, 2005",Katagum,,,,,6,14.4,,,,12.49
,"Tuesday, March 1, 2005",Katagum,,,,,6.5,14.5,,,,12.41
,"Wednesday, March 2, 2005",Katagum,,,,,6.7,16,,,,12.16
,"Thursday, March 3, 2005",Katagum,,,,,6.3,13.4,,,,12.25
,"Friday, March 4, 2005",Katagum,,,,,6.9,10.2,,,,12.25
,"Saturday, March 5, 2005",Katagum,,,,,6.5,14.5,,,,12.28
,"Sunday, March 6, 2005",Katagum,,,,,6.9,16.8,,,,12.24
,"Monday, March 7, 2005",Katagum,,,,,6.5,15.3,,,,12.36
,"Tuesday, March 8, 2005",Katagum,,,,,6.2,15.7,,,,12.36
,"Wednesday, March 9, 2005",Katagum,,,,,6.5,16.6,,,,12.45
,"Thursday, March 10, 2005",Katagum,,,,,6.6,13.3,,,,12.36
,"Friday, March 11, 2005",Katagum,,,,,6.2,12.1,,,,12.36
,"Saturday, March 12, 2005",Katagum,,,,,6.9,14,,,,12.26
,"Sunday, March 13, 2005",Katagum,,,,,6.7,12.7,,,,12.31
,"Monday, March 14, 2005",Katagum,,,,,6.3,10.1,,,,12.67
,"Tuesday, March 15, 2005",Katagum,,,,,6.4,14.9,,,,12.67
,"Wednesday, March 16, 2005",Katagum,,,,,6.7,16.1,,,,12.53
,"Thursday, March 17, 2005",Katagum,,,,,6.9,16.3,,,,12.53
,"Friday, March 18, 2005",Katagum,,,,,6.5,12.1,,,,12.59
,"Saturday, March 19, 2005",Katagum,,,,,6.7,13.6,,,,12.59
,"Sunday, March 20, 2005",Katagum,,,,,6.5,12.6,,,,12.6
,"Monday, March 21, 2005",Katagum,,,,,7,9.6,,,,12.12
,"Tuesday, March 22, 2005",Katagum,,,,,6.4,13.8,,,,12.46
,"Wednesday, March 23, 2005",Katagum,,,,,6.2,14.9,,,,12.55
,"Thursday, March 24, 2005",Katagum,,,,,6.8,12.1,,,,12.55
,"Friday, March 25, 2005",Katagum,,,,,6.3,13.3,,,,12.49
,"Saturday, March 26, 2005",Katagum,,,,,6.5,13.9,,,,12.49
,"Sunday, March 27, 2005",Katagum,,,,,6.6,14.8,,,,12.78
,"Monday, March 28, 2005",Katagum,,,,,6.5,11.2,,,,12.9
,"Tuesday, March 29, 2005",Katagum,,,,,6.4,13,,,,12.56
,"Wednesday, March 30, 2005",Katagum,,,,,6.3,12.5,,,,12.51
,"Thursday, March 31, 2005",Katagum,,,,,6.4,14.1,,,,12.57
,"Friday, April 1, 2005",Katagum,,,,,6.3,10.8,,,,12.57
,"Saturday, April 2, 2005",Katagum,,,,,6.8,14.3,,,,12.79
,"Sunday, April 3, 2005",Katagum,,,,,6.2,11.9,,,,12.65
,"Monday, April 4, 2005",Katagum,,,,,6.8,13.3,,,,12.93
,"Tuesday, April 5, 2005",Katagum,,,,,6.3,14.5,,,,13
,"Wednesday, April 6, 2005",Katagum,,,,,6.4,7.3,,,,13
,"Thursday, April 7, 2005",Katagum,,,,,6.6,10.7,,,,13.08
,"Friday, April 8, 2005",Katagum,,,,,6.7,14.4,,,,13.08
